# Warning: using immediate writes here, thus this header might be
# inaccurate, should subsequent curve reordering or addition be performed.
# Only initially created curves are listed below, the dynamically added ones
# are not visible in this file.

# This time series data file has been written on 6/3/2019, at 0:26:40, on
# host note-dell.lsd.ufcg.edu.br (node: Sim-Diasca-Cloudish_scheduler-lsd-86413467-computing-node@note-dell.lsd.ufcg.edu.br).

# Probe name: 'HostSelection Sch_Agent_1'.
# Probe title: 'Requests received'.

# Associated meta-data:
# - version of the Common layer: 0.1
# - version of the WOOPER layer: 1.0
# - version of the Traces layer: 0.3
# - version of the Sim-Diasca engine: 2.2.11-rc1
# - name of the simulation case: Cloudish scheduler
# - tick duration (in virtual seconds): 1.000000


# First column corresponds to the abscissa, expressed in tick offsets.
# Next columns correspond to following curve names (in that order):
# - curve #1: 'TastId'
# - curve #2: 'NumFeasibleHosts'
# - curve #3: 'LastHostId'
# - curve #4: 'LastHostIndex'
# - curve #5: 'LastHostNumPreemptions'
# - curve #6: 'BestHostNumPreemptions'
# - curve #7: 'LastHostCost'
# - curve #8: 'BestHostCost'

# No zone defined.

1  251 20 -1 -1 -1 0 null {0,0,0,0}
2  2 20 -1 -1 -1 0 null {0,0,0,0}
3  184 20 -1 -1 -1 0 null {0,0,0,0}
4  79 20 -1 -1 -1 0 null {0,0,0,0}
5  175 20 -1 -1 -1 0 null {0,0,0,0}
6  97 20 -1 -1 -1 0 null {0,0,0,0}
7  50 20 -1 -1 -1 0 null {0,0,0,0}
8  23 20 -1 -1 -1 0 null {0,0,0,0}
9  26 20 -1 -1 -1 0 null {0,0,0,0}
10  189 20 -1 -1 -1 0 null {0,0,0,0}
11  179 20 -1 -1 -1 0 null {0,0,0,0}
12  28 20 -1 -1 -1 0 null {0,0,0,0}
13  245 20 -1 -1 -1 0 null {0,0,0,0}
14  9 20 -1 -1 -1 0 null {0,0,0,0}
15  77 20 -1 -1 -1 0 null {0,0,0,0}
16  212 20 -1 -1 -1 0 null {0,0,0,0}
17  40 20 -1 -1 -1 0 null {0,0,0,0}
18  170 20 -1 -1 -1 0 null {0,0,0,0}
19  188 20 -1 -1 -1 0 null {0,0,0,0}
20  174 20 -1 -1 -1 0 null {0,0,0,0}
21  108 20 -1 -1 -1 0 null {0,0,0,0}
22  86 20 -1 -1 -1 0 null {0,0,0,0}
23  37 20 -1 -1 -1 0 null {0,0,0,0}
24  197 20 -1 -1 -1 0 null {0,0,0,0}
25  21 20 -1 -1 -1 0 null {0,0,0,0}
26  199 20 -1 -1 -1 0 null {0,0,0,0}
27  158 20 -1 -1 -1 0 null {0,0,0,0}
28  117 20 -1 -1 -1 0 null {0,0,0,0}
29  105 20 -1 -1 -1 0 null {0,0,0,0}
30  59 20 -1 -1 -1 0 null {0,0,0,0}
31  110 20 -1 -1 -1 0 null {0,0,0,0}
32  190 20 -1 -1 -1 0 null {0,0,0,0}
33  114 20 -1 -1 -1 0 null {0,0,0,0}
34  63 20 -1 -1 -1 0 null {0,0,0,0}
35  135 20 -1 -1 -1 0 null {0,0,0,0}
36  201 20 -1 -1 -1 0 null {0,0,0,0}
37  214 20 -1 -1 -1 0 null {0,0,0,0}
38  202 20 -1 -1 -1 0 null {0,0,0,0}
39  230 20 -1 -1 -1 0 null {0,0,0,0}
40  147 20 -1 -1 -1 0 null {0,0,0,0}
41  103 20 -1 -1 -1 0 null {0,0,0,0}
42  149 20 -1 -1 -1 0 null {0,0,0,0}
43  163 20 -1 -1 -1 0 null {0,0,0,0}
44  123 20 -1 -1 -1 0 null {0,0,0,0}
45  30 20 -1 -1 -1 0 null {0,0,0,0}
46  228 20 -1 -1 -1 0 null {0,0,0,0}
47  27 20 -1 -1 -1 0 null {0,0,0,0}
48  49 20 -1 -1 -1 0 null {0,0,0,0}
49  67 20 -1 -1 -1 0 null {0,0,0,0}
