# Warning: using immediate writes here, thus this header might be
# inaccurate, should subsequent curve reordering or addition be performed.
# Only initially created curves are listed below, the dynamically added ones
# are not visible in this file.

# This time series data file has been written on 6/3/2019, at 0:26:40, on
# host note-dell.lsd.ufcg.edu.br (node: Sim-Diasca-Cloudish_scheduler-lsd-86413467-computing-node@note-dell.lsd.ufcg.edu.br).

# Probe name: 'Termination Infra Manager 1'.
# Probe title: 'Requests received'.

# Associated meta-data:
# - version of the Common layer: 0.1
# - version of the WOOPER layer: 1.0
# - version of the Traces layer: 0.3
# - version of the Sim-Diasca engine: 2.2.11-rc1
# - name of the simulation case: Cloudish scheduler
# - tick duration (in virtual seconds): 1.000000


# First column corresponds to the abscissa, expressed in tick offsets.
# Next columns correspond to following curve names (in that order):
# - curve #1: 'TastId'
# - curve #2: 'HostId'
# - curve #3: 'CPUAlloc'
# - curve #4: 'MemAlloc'
# - curve #5: 'Runtime'
# - curve #6: 'Index'

# No zone defined.

3600  4 1 3.75 3.75 3519.0 1
3600  44 1 3.75 3.75 3407.0 1
3600  68 1 3.75 3.75 3376.0 1
3600  87 1 3.75 3.75 3191.0 1
3600  96 1 3.75 3.75 3103.0 1
3600  121 1 3.75 3.75 3215.0 1
3600  156 1 3.75 3.75 3172.0 1
3600  162 1 3.75 3.75 1617.0 1
3600  166 1 3.75 3.75 1668.0 1
3600  192 1 3.75 3.75 1640.0 1
3600  25 2 3.75 3.75 3452.0 1
3600  35 2 3.75 3.75 3527.0 1
3600  66 2 3.75 3.75 3365.0 1
3600  69 2 3.75 3.75 3474.0 1
3600  71 2 3.75 3.75 3416.0 1
3600  77 2 3.75 3.75 3585.0 1
3600  100 2 3.75 3.75 3105.0 1
3600  111 2 3.75 3.75 3134.0 1
3600  132 2 3.75 3.75 3101.0 1
3600  177 2 3.75 3.75 1677.0 1
3600  7 3 3.75 3.75 3410.0 1
3600  9 3 3.75 3.75 3586.0 1
3600  34 3 3.75 3.75 3548.0 1
3600  38 3 3.75 3.75 3362.0 1
3600  57 3 3.75 3.75 3518.0 1
3600  113 3 3.75 3.75 3022.0 1
3600  218 3 3.75 3.75 1643.0 1
3600  233 3 3.75 3.75 1617.0 1
3600  235 3 3.75 3.75 1644.0 1
3600  248 3 3.75 3.75 1649.0 1
3600  65 4 3.75 3.75 3517.0 1
3600  79 4 3.75 3.75 3596.0 1
3600  104 4 3.75 3.75 3185.0 1
3600  106 4 3.75 3.75 3076.0 1
3600  136 4 3.75 3.75 3136.0 1
3600  137 4 3.75 3.75 3220.0 1
3600  138 4 3.75 3.75 3047.0 1
3600  149 4 3.75 3.75 3232.0 1
3600  251 4 3.75 3.75 1691.0 1
3600  253 4 3.75 3.75 1587.0 1
3600  5 5 3.75 3.75 3439.0 1
3600  15 5 3.75 3.75 3533.0 1
3600  20 5 3.75 3.75 3367.0 1
3600  23 5 3.75 3.75 3592.0 1
3600  58 5 3.75 3.75 3503.0 1
3600  88 5 3.75 3.75 3089.0 1
3600  107 5 3.75 3.75 3125.0 1
3600  119 5 3.75 3.75 3072.0 1
3600  161 5 3.75 3.75 1634.0 1
3600  183 5 3.75 3.75 1606.0 1
3600  41 6 3.75 3.75 3.5e3 1
3600  54 6 3.75 3.75 3366.0 1
3600  74 6 3.75 3.75 3544.0 1
