# Warning: using immediate writes here, thus this header might be
# inaccurate, should subsequent curve reordering or addition be performed.
# Only initially created curves are listed below, the dynamically added ones
# are not visible in this file.

# This time series data file has been written on 13/3/2019, at 23:13:41, on
# host note-dell.lsd.ufcg.edu.br (node: Sim-Diasca-Cloudish_scheduler-lsd-20668522-computing-node@note-dell.lsd.ufcg.edu.br).

# Probe name: 'HostSelection Sch_Agent_1'.
# Probe title: 'Requests received'.

# Associated meta-data:
# - version of the Common layer: 0.1
# - version of the WOOPER layer: 1.0
# - version of the Traces layer: 0.3
# - version of the Sim-Diasca engine: 2.2.11-rc1
# - name of the simulation case: Cloudish scheduler
# - tick duration (in virtual seconds): 1.000000


# First column corresponds to the abscissa, expressed in tick offsets.
# Next columns correspond to following curve names (in that order):
# - curve #1: 'TastId'
# - curve #2: 'NumFeasibleHosts'
# - curve #3: 'LastHostId'
# - curve #4: 'LastHostIndex'
# - curve #5: 'LastHostNumPreemptions'
# - curve #6: 'BestHostNumPreemptions'
# - curve #7: 'LastHostCost'
# - curve #8: 'BestHostCost'

# No zone defined.

1  23 20 -1 -1 -1 0 null {0,0,0,0}
2  80 20 -1 -1 -1 0 null {0,0,0,0}
3  175 20 -1 -1 -1 0 null {0,0,0,0}
4  91 20 -1 -1 -1 0 null {0,0,0,0}
5  27 20 -1 -1 -1 0 null {0,0,0,0}
6  2 20 -1 -1 -1 0 null {0,0,0,0}
7  131 20 -1 -1 -1 0 null {0,0,0,0}
8  184 20 -1 -1 -1 0 null {0,0,0,0}
9  152 20 -1 -1 -1 0 null {0,0,0,0}
10  61 20 -1 -1 -1 0 null {0,0,0,0}
11  130 20 -1 -1 -1 0 null {0,0,0,0}
12  17 20 -1 -1 -1 0 null {0,0,0,0}
13  201 20 -1 -1 -1 0 null {0,0,0,0}
14  86 20 -1 -1 -1 0 null {0,0,0,0}
15  76 20 -1 -1 -1 0 null {0,0,0,0}
16  32 20 -1 -1 -1 0 null {0,0,0,0}
17  72 20 -1 -1 -1 0 null {0,0,0,0}
18  185 20 -1 -1 -1 0 null {0,0,0,0}
19  20 20 -1 -1 -1 0 null {0,0,0,0}
20  31 20 -1 -1 -1 0 null {0,0,0,0}
21  213 20 -1 -1 -1 0 null {0,0,0,0}
22  13 20 -1 -1 -1 0 null {0,0,0,0}
23  149 20 -1 -1 -1 0 null {0,0,0,0}
24  183 20 -1 -1 -1 0 null {0,0,0,0}
25  144 20 -1 -1 -1 0 null {0,0,0,0}
26  172 20 -1 -1 -1 0 null {0,0,0,0}
27  78 20 -1 -1 -1 0 null {0,0,0,0}
28  94 20 -1 -1 -1 0 null {0,0,0,0}
29  103 20 -1 -1 -1 0 null {0,0,0,0}
30  122 20 -1 -1 -1 0 null {0,0,0,0}
31  101 20 -1 -1 -1 0 null {0,0,0,0}
32  194 20 -1 -1 -1 0 null {0,0,0,0}
33  64 20 -1 -1 -1 0 null {0,0,0,0}
34  38 20 -1 -1 -1 0 null {0,0,0,0}
35  125 20 -1 -1 -1 0 null {0,0,0,0}
36  104 20 -1 -1 -1 0 null {0,0,0,0}
37  43 20 -1 -1 -1 0 null {0,0,0,0}
38  87 20 -1 -1 -1 0 null {0,0,0,0}
39  7 20 -1 -1 -1 0 null {0,0,0,0}
40  5 20 -1 -1 -1 0 null {0,0,0,0}
41  119 20 -1 -1 -1 0 null {0,0,0,0}
42  60 20 -1 -1 -1 0 null {0,0,0,0}
43  212 20 -1 -1 -1 0 null {0,0,0,0}
44  41 20 -1 -1 -1 0 null {0,0,0,0}
45  56 20 -1 -1 -1 0 null {0,0,0,0}
46  69 20 -1 -1 -1 0 null {0,0,0,0}
47  16 20 -1 -1 -1 0 null {0,0,0,0}
48  40 20 -1 -1 -1 0 null {0,0,0,0}
49  136 20 -1 -1 -1 0 null {0,0,0,0}
50  30 20 -1 -1 -1 0 null {0,0,0,0}
51  190 20 -1 -1 -1 0 null {0,0,0,0}
52  18 20 -1 -1 -1 0 null {0,0,0,0}
53  138 20 -1 -1 -1 0 null {0,0,0,0}
54  196 20 -1 -1 -1 0 null {0,0,0,0}
55  129 20 -1 -1 -1 0 null {0,0,0,0}
56  147 20 -1 -1 -1 0 null {0,0,0,0}
57  73 20 -1 -1 -1 0 null {0,0,0,0}
58  113 20 -1 -1 -1 0 null {0,0,0,0}
59  25 20 -1 -1 -1 0 null {0,0,0,0}
60  74 20 -1 -1 -1 0 null {0,0,0,0}
61  165 20 -1 -1 -1 0 null {0,0,0,0}
62  207 20 -1 -1 -1 0 null {0,0,0,0}
63  211 20 -1 -1 -1 0 null {0,0,0,0}
64  140 20 -1 -1 -1 0 null {0,0,0,0}
65  155 20 -1 -1 -1 0 null {0,0,0,0}
66  210 20 -1 -1 -1 0 null {0,0,0,0}
67  66 20 -1 -1 -1 0 null {0,0,0,0}
68  53 20 -1 -1 -1 0 null {0,0,0,0}
69  21 20 -1 -1 -1 0 null {0,0,0,0}
70  81 20 -1 -1 -1 0 null {0,0,0,0}
71  88 20 -1 -1 -1 0 null {0,0,0,0}
72  4 20 -1 -1 -1 0 null {0,0,0,0}
73  107 20 -1 -1 -1 0 null {0,0,0,0}
74  168 20 -1 -1 -1 0 null {0,0,0,0}
75  132 20 -1 -1 -1 0 null {0,0,0,0}
76  188 20 -1 -1 -1 0 null {0,0,0,0}
77  134 20 -1 -1 -1 0 null {0,0,0,0}
78  167 20 -1 -1 -1 0 null {0,0,0,0}
79  133 20 -1 -1 -1 0 null {0,0,0,0}
80  123 20 -1 -1 -1 0 null {0,0,0,0}
81  118 20 -1 -1 -1 0 null {0,0,0,0}
82  174 20 -1 -1 -1 0 null {0,0,0,0}
83  115 20 -1 -1 -1 0 null {0,0,0,0}
84  14 20 -1 -1 -1 0 null {0,0,0,0}
85  208 20 -1 -1 -1 0 null {0,0,0,0}
86  146 20 -1 -1 -1 0 null {0,0,0,0}
87  34 20 -1 -1 -1 0 null {0,0,0,0}
88  178 20 -1 -1 -1 0 null {0,0,0,0}
89  187 20 -1 -1 -1 0 null {0,0,0,0}
90  203 20 -1 -1 -1 0 null {0,0,0,0}
91  110 20 -1 -1 -1 0 null {0,0,0,0}
92  28 20 -1 -1 -1 0 null {0,0,0,0}
93  192 20 -1 -1 -1 0 null {0,0,0,0}
94  89 20 -1 -1 -1 0 null {0,0,0,0}
95  99 20 -1 -1 -1 0 null {0,0,0,0}
96  45 20 -1 -1 -1 0 null {0,0,0,0}
97  127 20 -1 -1 -1 0 null {0,0,0,0}
98  39 20 -1 -1 -1 0 null {0,0,0,0}
99  22 20 -1 -1 -1 0 null {0,0,0,0}
100  70 20 -1 -1 -1 0 null {0,0,0,0}
101  59 20 -1 -1 -1 0 null {0,0,0,0}
102  65 20 -1 -1 -1 0 null {0,0,0,0}
