# Warning: using immediate writes here, thus this header might be
# inaccurate, should subsequent curve reordering or addition be performed.
# Only initially created curves are listed below, the dynamically added ones
# are not visible in this file.

# This time series data file has been written on 13/3/2019, at 23:13:41, on
# host note-dell.lsd.ufcg.edu.br (node: Sim-Diasca-Cloudish_scheduler-lsd-20668522-computing-node@note-dell.lsd.ufcg.edu.br).

# Probe name: 'Allocation Infra Manager 1'.
# Probe title: 'Requests received'.

# Associated meta-data:
# - version of the Common layer: 0.1
# - version of the WOOPER layer: 1.0
# - version of the Traces layer: 0.3
# - version of the Sim-Diasca engine: 2.2.11-rc1
# - name of the simulation case: Cloudish scheduler
# - tick duration (in virtual seconds): 1.000000


# First column corresponds to the abscissa, expressed in tick offsets.
# Next columns correspond to following curve names (in that order):
# - curve #1: 'TastId'
# - curve #2: 'HostId'
# - curve #3: 'CPUAlloc'
# - curve #4: 'MemAlloc'
# - curve #5: 'Index'
# - curve #6: 'Overhead'

# No zone defined.

1  23 11 0.375 0.375 7 3
2  80 16 0.375 0.375 7 2
3  175 6 0.375 0.375 7 2
4  91 4 0.375 0.375 7 2
5  27 19 0.375 0.375 7 2
6  2 1 0.375 0.375 7 2
7  131 8 0.375 0.375 7 2
8  184 5 0.375 0.375 7 2
9  152 13 0.375 0.375 7 2
10  61 7 0.375 0.375 7 3
11  130 14 0.375 0.375 7 2
12  17 9 0.375 0.375 7 3
13  201 12 0.375 0.375 7 3
14  86 3 0.375 0.375 7 3
15  76 2 0.375 0.375 7 2
16  32 10 0.375 0.375 7 2
17  72 17 0.375 0.375 7 2
18  185 20 0.375 0.375 7 3
19  20 18 0.375 0.375 7 2
20  31 15 0.375 0.375 7 2
21  213 3 0.75 0.75 7 2
22  13 1 0.75 0.75 7 2
23  149 17 0.75 0.75 7 2
24  183 11 0.75 0.75 7 2
25  144 15 0.75 0.75 7 2
26  172 8 0.75 0.75 7 4
27  78 10 0.75 0.75 7 2
28  94 19 0.75 0.75 7 2
29  103 4 0.75 0.75 7 4
30  122 16 0.75 0.75 7 2
31  101 2 0.75 0.75 7 2
32  194 9 0.75 0.75 7 2
33  64 5 0.75 0.75 7 2
34  38 13 0.75 0.75 7 2
35  125 7 0.75 0.75 7 2
36  104 20 0.75 0.75 7 2
37  43 12 0.75 0.75 7 2
38  87 6 0.75 0.75 7 2
39  7 14 0.75 0.75 7 3
40  5 18 0.75 0.75 7 3
41  119 2 1.125 1.125 7 3
42  60 10 1.125 1.125 7 3
43  212 17 1.125 1.125 7 3
44  41 11 1.125 1.125 7 1
45  56 7 1.125 1.125 7 2
46  69 5 1.125 1.125 7 2
47  16 9 1.125 1.125 7 2
48  40 19 1.125 1.125 7 2
49  136 8 1.125 1.125 7 3
50  30 15 1.125 1.125 7 2
51  190 14 1.125 1.125 7 3
52  18 3 1.125 1.125 7 2
53  138 1 1.125 1.125 7 2
54  196 20 1.125 1.125 7 2
55  129 12 1.125 1.125 7 2
56  147 6 1.125 1.125 7 2
57  73 16 1.125 1.125 7 2
58  113 18 1.125 1.125 7 2
59  25 4 1.125 1.125 7 2
60  74 13 1.125 1.125 7 2
61  165 13 1.5 1.5 7 2
62  207 15 1.5 1.5 7 2
63  211 17 1.5 1.5 7 3
64  140 12 1.5 1.5 7 2
65  155 1 1.5 1.5 7 2
66  210 19 1.5 1.5 7 2
67  66 5 1.5 1.5 7 2
68  53 7 1.5 1.5 7 3
69  21 3 1.5 1.5 7 3
70  81 10 1.5 1.5 7 2
71  88 18 1.5 1.5 7 2
72  4 6 1.5 1.5 7 2
73  107 2 1.5 1.5 7 2
74  168 4 1.5 1.5 7 2
75  132 20 1.5 1.5 7 2
76  188 9 1.5 1.5 7 2
77  134 8 1.5 1.5 7 3
78  167 11 1.5 1.5 7 2
79  133 16 1.5 1.5 7 2
80  123 14 1.5 1.5 7 2
81  118 1 1.875 1.875 7 2
82  174 3 1.875 1.875 7 2
83  115 4 1.875 1.875 7 3
84  14 12 1.875 1.875 7 2
85  208 8 1.875 1.875 7 2
86  146 19 1.875 1.875 7 2
87  34 17 1.875 1.875 7 2
88  178 10 1.875 1.875 7 2
89  187 9 1.875 1.875 7 2
90  203 15 1.875 1.875 7 2
91  110 20 1.875 1.875 7 2
92  28 2 1.875 1.875 7 2
93  192 13 1.875 1.875 7 3
94  89 18 1.875 1.875 7 2
