# Warning: using immediate writes here, thus this header might be
# inaccurate, should subsequent curve reordering or addition be performed.
# Only initially created curves are listed below, the dynamically added ones
# are not visible in this file.

# This time series data file has been written on 13/3/2019, at 23:13:41, on
# host note-dell.lsd.ufcg.edu.br (node: Sim-Diasca-Cloudish_scheduler-lsd-20668522-computing-node@note-dell.lsd.ufcg.edu.br).

# Probe name: 'Termination Infra Manager 1'.
# Probe title: 'Requests received'.

# Associated meta-data:
# - version of the Common layer: 0.1
# - version of the WOOPER layer: 1.0
# - version of the Traces layer: 0.3
# - version of the Sim-Diasca engine: 2.2.11-rc1
# - name of the simulation case: Cloudish scheduler
# - tick duration (in virtual seconds): 1.000000


# First column corresponds to the abscissa, expressed in tick offsets.
# Next columns correspond to following curve names (in that order):
# - curve #1: 'TastId'
# - curve #2: 'HostId'
# - curve #3: 'CPUAlloc'
# - curve #4: 'MemAlloc'
# - curve #5: 'Runtime'
# - curve #6: 'Index'

# No zone defined.

3600  2 1 3.75 3.75 3594.0 1
3600  13 1 3.75 3.75 3578.0 1
3600  69 1 3.75 3.75 3197.0 1
3600  107 1 3.75 3.75 3201.0 1
3600  122 1 3.75 3.75 3207.0 1
3600  128 1 3.75 3.75 3061.0 1
3600  140 1 3.75 3.75 3208.0 1
3600  147 1 3.75 3.75 3217.0 1
3600  180 1 3.75 3.75 3073.0 1
3600  216 1 3.75 3.75 3140.0 1
3600  12 2 3.75 3.75 3474.0 1
3600  26 2 3.75 3.75 3452.0 1
3600  28 2 3.75 3.75 3508.0 1
3600  35 2 3.75 3.75 3416.0 1
3600  68 2 3.75 3.75 3068.0 1
3600  98 2 3.75 3.75 3121.0 1
3600  109 2 3.75 3.75 3090.0 1
3600  168 2 3.75 3.75 3.2e3 1
3600  182 2 3.75 3.75 3107.0 1
3600  214 2 3.75 3.75 3171.0 1
3600  18 3 3.75 3.75 3548.0 1
3600  21 3 3.75 3.75 3531.0 1
3600  36 3 3.75 3.75 3394.0 1
3600  47 3 3.75 3.75 3076.0 1
3600  90 3 3.75 3.75 3063.0 1
3600  132 3 3.75 3.75 3198.0 1
3600  141 3 3.75 3.75 3156.0 1
3600  175 3 3.75 3.75 3265.0 1
3600  189 3 3.75 3.75 3144.0 1
3600  197 3 3.75 3.75 3106.0 1
3600  8 4 3.75 3.75 3453.0 1
3600  25 4 3.75 3.75 3541.0 1
3600  58 4 3.75 3.75 3148.0 1
3600  72 4 3.75 3.75 3249.0 1
3600  76 4 3.75 3.75 3225.0 1
3600  78 4 3.75 3.75 3237.0 1
3600  83 4 3.75 3.75 3075.0 1
3600  101 4 3.75 3.75 3209.0 1
3600  137 4 3.75 3.75 3150.0 1
3600  199 4 3.75 3.75 3151.0 1
3600  41 5 3.75 3.75 3225.0 1
3600  46 5 3.75 3.75 3154.0 1
3600  64 5 3.75 3.75 3238.0 1
3600  89 5 3.75 3.75 3182.0 1
3600  104 5 3.75 3.75 3205.0 1
3600  126 5 3.75 3.75 3168.0 1
3600  179 5 3.75 3.75 3091.0 1
3600  198 5 3.75 3.75 3135.0 1
3600  200 5 3.75 3.75 3165.0 1
3600  210 5 3.75 3.75 3207.0 1
3600  4 6 3.75 3.75 3528.0 1
3600  55 6 3.75 3.75 3126.0 1
3600  57 6 3.75 3.75 3133.0 1
3600  60 6 3.75 3.75 3.2e3 1
3600  146 6 3.75 3.75 3161.0 1
3600  149 6 3.75 3.75 3220.0 1
3600  152 6 3.75 3.75 3255.0 1
3600  154 6 3.75 3.75 3125.0 1
3600  181 6 3.75 3.75 3086.0 1
3600  188 6 3.75 3.75 3195.0 1
3600  39 7 3.75 3.75 3502.0 1
3600  44 7 3.75 3.75 3082.0 1
3600  49 7 3.75 3.75 3145.0 1
3600  62 7 3.75 3.75 3080.0 1
3600  111 7 3.75 3.75 3144.0 1
3600  131 7 3.75 3.75 3230.0 1
3600  145 7 3.75 3.75 3079.0 1
3600  190 7 3.75 3.75 3220.0 1
3600  195 7 3.75 3.75 3126.0 1
3600  205 7 3.75 3.75 3120.0 1
3600  1 8 3.75 3.75 3419.0 1
3600  37 8 3.75 3.75 3436.0 1
3600  61 8 3.75 3.75 3231.0 1
3600  65 8 3.75 3.75 3169.0 1
3600  88 8 3.75 3.75 3202.0 1
3600  96 8 3.75 3.75 3138.0 1
3600  133 8 3.75 3.75 3196.0 1
3600  201 8 3.75 3.75 3225.0 1
3600  207 8 3.75 3.75 3181.0 1
3600  213 8 3.75 3.75 3246.0 1
3600  16 9 3.75 3.75 3553.0 1
3600  17 9 3.75 3.75 3588.0 1
3600  71 9 3.75 3.75 3074.0 1
3600  75 9 3.75 3.75 3063.0 1
3600  99 9 3.75 3.75 3152.0 1
3600  112 9 3.75 3.75 3130.0 1
3600  138 9 3.75 3.75 3190.0 1
3600  143 9 3.75 3.75 3067.0 1
3600  172 9 3.75 3.75 3244.0 1
3600  204 9 3.75 3.75 3105.0 1
3600  32 10 3.75 3.75 3584.0 1
3600  51 10 3.75 3.75 3138.0 1
3600  74 10 3.75 3.75 3183.0 1
3600  103 10 3.75 3.75 3212.0 1
3600  113 10 3.75 3.75 3215.0 1
3600  117 10 3.75 3.75 3113.0 1
3600  160 10 3.75 3.75 3085.0 1
3600  176 10 3.75 3.75 3092.0 1
3600  186 10 3.75 3.75 3149.0 1
3600  209 10 3.75 3.75 3142.0 1
3600  6 11 3.75 3.75 3469.0 1
3600  23 11 3.75 3.75 3599.0 1
3600  54 11 3.75 3.75 3084.0 1
3600  93 11 3.75 3.75 3116.0 1
3600  100 11 3.75 3.75 3135.0 1
3600  139 11 3.75 3.75 3077.0 1
3600  148 11 3.75 3.75 3158.0 1
3600  165 11 3.75 3.75 3210.0 1
3600  177 11 3.75 3.75 3080.0 1
3600  196 11 3.75 3.75 3191.0 1
3600  14 12 3.75 3.75 3516.0 1
3600  19 12 3.75 3.75 3464.0 1
3600  50 12 3.75 3.75 3104.0 1
3600  73 12 3.75 3.75 3213.0 1
3600  92 12 3.75 3.75 3101.0 1
3600  94 12 3.75 3.75 3240.0 1
3600  108 12 3.75 3.75 3087.0 1
3600  150 12 3.75 3.75 3081.0 1
3600  158 12 3.75 3.75 3117.0 1
3600  171 12 3.75 3.75 3174.0 1
3600  15 13 3.75 3.75 3434.0 1
3600  38 13 3.75 3.75 3566.0 1
3600  63 13 3.75 3.75 3122.0 1
3600  85 13 3.75 3.75 3122.0 1
3600  114 13 3.75 3.75 3159.0 1
3600  116 13 3.75 3.75 3137.0 1
3600  153 13 3.75 3.75 3127.0 1
3600  170 13 3.75 3.75 3069.0 1
3600  183 13 3.75 3.75 3246.0 1
3600  191 13 3.75 3.75 3065.0 1
3600  3 14 3.75 3.75 3432.0 1
3600  7 14 3.75 3.75 3561.0 1
3600  24 14 3.75 3.75 3485.0 1
3600  70 14 3.75 3.75 3177.0 1
3600  81 14 3.75 3.75 3199.0 1
3600  102 14 3.75 3.75 3124.0 1
3600  106 14 3.75 3.75 3082.0 1
3600  125 14 3.75 3.75 3206.0 1
3600  156 14 3.75 3.75 3116.0 1
3600  157 14 3.75 3.75 3087.0 1
3600  10 15 3.75 3.75 3483.0 1
3600  30 15 3.75 3.75 3550.0 1
3600  31 15 3.75 3.75 3580.0 1
3600  59 15 3.75 3.75 3146.0 1
3600  87 15 3.75 3.75 3226.0 1
3600  127 15 3.75 3.75 3177.0 1
3600  144 15 3.75 3.75 3243.0 1
3600  178 15 3.75 3.75 3181.0 1
3600  187 15 3.75 3.75 3157.0 1
3600  206 15 3.75 3.75 3110.0 1
3600  9 16 3.75 3.75 3456.0 1
3600  22 16 3.75 3.75 3501.0 1
3600  52 16 3.75 3.75 3151.0 1
3600  67 16 3.75 3.75 3086.0 1
3600  82 16 3.75 3.75 3097.0 1
3600  91 16 3.75 3.75 3235.0 1
3600  136 16 3.75 3.75 3193.0 1
3600  173 16 3.75 3.75 3067.0 1
3600  192 16 3.75 3.75 3155.0 1
3600  215 16 3.75 3.75 3159.0 1
3600  34 17 3.75 3.75 3513.0 1
3600  80 17 3.75 3.75 3263.0 1
3600  105 17 3.75 3.75 3062.0 1
3600  120 17 3.75 3.75 3116.0 1
3600  123 17 3.75 3.75 3165.0 1
3600  161 17 3.75 3.75 3127.0 1
3600  184 17 3.75 3.75 3259.0 1
3600  194 17 3.75 3.75 3207.0 1
3600  202 17 3.75 3.75 3118.0 1
3600  212 17 3.75 3.75 3229.0 1
3600  5 18 3.75 3.75 3560.0 1
3600  20 18 3.75 3.75 3581.0 1
3600  45 18 3.75 3.75 3150.0 1
3600  48 18 3.75 3.75 3142.0 1
3600  86 18 3.75 3.75 3226.0 1
3600  95 18 3.75 3.75 3089.0 1
3600  115 18 3.75 3.75 3164.0 1
3600  142 18 3.75 3.75 3099.0 1
3600  163 18 3.75 3.75 3103.0 1
3600  169 18 3.75 3.75 3135.0 1
3600  11 19 3.75 3.75 3477.0 1
3600  27 19 3.75 3.75 3595.0 1
3600  33 19 3.75 3.75 3488.0 1
3600  40 19 3.75 3.75 3552.0 1
3600  84 19 3.75 3.75 3096.0 1
3600  121 19 3.75 3.75 3150.0 1
3600  164 19 3.75 3.75 3167.0 1
3600  167 19 3.75 3.75 3167.0 1
3600  193 19 3.75 3.75 3069.0 1
3600  208 19 3.75 3.75 3189.0 1
3600  29 20 3.75 3.75 3458.0 1
3600  42 20 3.75 3.75 3106.0 1
3600  53 20 3.75 3.75 3206.0 1
3600  79 20 3.75 3.75 3168.0 1
3600  97 20 3.75 3.75 3118.0 1
3600  130 20 3.75 3.75 3230.0 1
3600  135 20 3.75 3.75 3103.0 1
3600  162 20 3.75 3.75 3099.0 1
3600  166 20 3.75 3.75 3094.0 1
3600  174 20 3.75 3.75 3190.0 1
