0,11,11,any,0,7,7200,-1,0.375,0.375,batch,0.9
1,26,26,any,0,1,7200,-1,0.375,0.375,free,0.5
2,4,4,any,0,11,7200,-1,0.375,0.375,prod,1
3,15,15,any,0,7,7200,-1,0.375,0.375,batch,0.9
4,1,1,any,0,11,7200,-1,0.375,0.375,prod,1
5,13,13,any,0,7,7200,-1,0.375,0.375,batch,0.9
6,25,25,any,0,1,7200,-1,0.375,0.375,free,0.5
7,6,6,any,0,11,7200,-1,0.375,0.375,prod,1
8,18,18,any,0,1,7200,-1,0.375,0.375,free,0.5
9,5,5,any,0,11,7200,-1,0.375,0.375,prod,1
10,19,19,any,0,1,7200,-1,0.375,0.375,free,0.5
11,17,17,any,0,1,7200,-1,0.375,0.375,free,0.5
12,16,16,any,0,7,7200,-1,0.375,0.375,batch,0.9
13,14,14,any,0,7,7200,-1,0.375,0.375,batch,0.9
14,2,2,any,0,11,7200,-1,0.375,0.375,prod,1
15,8,8,any,0,11,7200,-1,0.375,0.375,prod,1
16,21,21,any,0,1,7200,-1,0.375,0.375,free,0.5
17,3,3,any,0,11,7200,-1,0.375,0.375,prod,1
18,20,20,any,0,1,7200,-1,0.375,0.375,free,0.5
19,9,9,any,0,7,7200,-1,0.375,0.375,batch,0.9
20,10,10,any,0,7,7200,-1,0.375,0.375,batch,0.9
21,7,7,any,0,11,7200,-1,0.375,0.375,prod,1
22,12,12,any,0,7,7200,-1,0.375,0.375,batch,0.9
23,24,24,any,0,1,7200,-1,0.375,0.375,free,0.5
24,22,22,any,0,1,7200,-1,0.375,0.375,free,0.5
25,23,23,any,0,1,7200,-1,0.375,0.375,free,0.5
