0,82,82,any,0,7,7200,-1,0.375,0.375,batch,0.9
1,218,218,any,0,1,7200,-1,0.375,0.375,free,0.5
2,89,89,any,0,7,7200,-1,0.375,0.375,batch,0.9
3,215,215,any,0,1,7200,-1,0.375,0.375,free,0.5
4,170,170,any,0,1,7200,-1,0.375,0.375,free,0.5
5,229,229,any,0,1,7200,-1,0.375,0.375,free,0.5
6,49,49,any,0,11,7200,-1,0.375,0.375,prod,1
7,35,35,any,0,11,7200,-1,0.375,0.375,prod,1
8,220,220,any,0,1,7200,-1,0.375,0.375,free,0.5
9,43,43,any,0,11,7200,-1,0.375,0.375,prod,1
10,217,217,any,0,1,7200,-1,0.375,0.375,free,0.5
11,214,214,any,0,1,7200,-1,0.375,0.375,free,0.5
12,71,71,any,0,11,7200,-1,0.375,0.375,prod,1
13,144,144,any,0,7,7200,-1,0.375,0.375,batch,0.9
14,135,135,any,0,7,7200,-1,0.375,0.375,batch,0.9
15,60,60,any,0,11,7200,-1,0.375,0.375,prod,1
16,9,9,any,0,11,7200,-1,0.375,0.375,prod,1
17,94,94,any,0,7,7200,-1,0.375,0.375,batch,0.9
18,64,64,any,0,11,7200,-1,0.375,0.375,prod,1
19,137,137,any,0,7,7200,-1,0.375,0.375,batch,0.9
20,188,188,any,0,1,7200,-1,0.375,0.375,free,0.5
21,21,21,any,0,11,7200,-1,0.375,0.375,prod,1
22,212,212,any,0,1,7200,-1,0.375,0.375,free,0.5
23,168,168,any,0,1,7200,-1,0.375,0.375,free,0.5
24,129,129,any,0,7,7200,-1,0.375,0.375,batch,0.9
25,106,106,any,0,7,7200,-1,0.375,0.375,batch,0.9
26,209,209,any,0,1,7200,-1,0.375,0.375,free,0.5
27,125,125,any,0,7,7200,-1,0.375,0.375,batch,0.9
28,69,69,any,0,11,7200,-1,0.375,0.375,prod,1
29,121,121,any,0,7,7200,-1,0.375,0.375,batch,0.9
30,158,158,any,0,1,7200,-1,0.375,0.375,free,0.5
31,205,205,any,0,1,7200,-1,0.375,0.375,free,0.5
32,119,119,any,0,7,7200,-1,0.375,0.375,batch,0.9
33,75,75,any,0,7,7200,-1,0.375,0.375,batch,0.9
34,196,196,any,0,1,7200,-1,0.375,0.375,free,0.5
35,17,17,any,0,11,7200,-1,0.375,0.375,prod,1
36,184,184,any,0,1,7200,-1,0.375,0.375,free,0.5
37,29,29,any,0,11,7200,-1,0.375,0.375,prod,1
38,57,57,any,0,11,7200,-1,0.375,0.375,prod,1
39,91,91,any,0,7,7200,-1,0.375,0.375,batch,0.9
40,47,47,any,0,11,7200,-1,0.375,0.375,prod,1
41,156,156,any,0,1,7200,-1,0.375,0.375,free,0.5
42,207,207,any,0,1,7200,-1,0.375,0.375,free,0.5
43,31,31,any,0,11,7200,-1,0.375,0.375,prod,1
44,200,200,any,0,1,7200,-1,0.375,0.375,free,0.5
45,204,204,any,0,1,7200,-1,0.375,0.375,free,0.5
46,228,228,any,0,1,7200,-1,0.375,0.375,free,0.5
47,175,175,any,0,1,7200,-1,0.375,0.375,free,0.5
48,3,3,any,0,11,7200,-1,0.375,0.375,prod,1
49,166,166,any,0,1,7200,-1,0.375,0.375,free,0.5
50,30,30,any,0,11,7200,-1,0.375,0.375,prod,1
51,178,178,any,0,1,7200,-1,0.375,0.375,free,0.5
52,190,190,any,0,1,7200,-1,0.375,0.375,free,0.5
53,14,14,any,0,11,7200,-1,0.375,0.375,prod,1
54,58,58,any,0,11,7200,-1,0.375,0.375,prod,1
55,20,20,any,0,11,7200,-1,0.375,0.375,prod,1
56,143,143,any,0,7,7200,-1,0.375,0.375,batch,0.9
57,85,85,any,0,7,7200,-1,0.375,0.375,batch,0.9
58,54,54,any,0,11,7200,-1,0.375,0.375,prod,1
59,12,12,any,0,11,7200,-1,0.375,0.375,prod,1
60,139,139,any,0,7,7200,-1,0.375,0.375,batch,0.9
61,111,111,any,0,7,7200,-1,0.375,0.375,batch,0.9
62,40,40,any,0,11,7200,-1,0.375,0.375,prod,1
63,230,230,any,0,1,7200,-1,0.375,0.375,free,0.5
64,227,227,any,0,1,7200,-1,0.375,0.375,free,0.5
65,120,120,any,0,7,7200,-1,0.375,0.375,batch,0.9
66,66,66,any,0,11,7200,-1,0.375,0.375,prod,1
67,95,95,any,0,7,7200,-1,0.375,0.375,batch,0.9
68,46,46,any,0,11,7200,-1,0.375,0.375,prod,1
69,160,160,any,0,1,7200,-1,0.375,0.375,free,0.5
70,44,44,any,0,11,7200,-1,0.375,0.375,prod,1
71,55,55,any,0,11,7200,-1,0.375,0.375,prod,1
72,203,203,any,0,1,7200,-1,0.375,0.375,free,0.5
73,164,164,any,0,1,7200,-1,0.375,0.375,free,0.5
74,97,97,any,0,7,7200,-1,0.375,0.375,batch,0.9
