1551673865,free-251-88fae9c1f66b-76c5d489cb-9lkmx,free-251-88fae9c1f66b,197.000000
1551673866,free-184-7ba9b3808ebe-6f75468684-lnn8w,free-184-7ba9b3808ebe,196.000000
1551673867,free-175-6139b79db25d-6c884684c6-lfcvp,free-175-6139b79db25d,195.000000
1551673868,free-168-ec77b1ddd0f9-7695ff58cb-rz62j,free-168-ec77b1ddd0f9,135.000000
1551673868,free-163-b567336b5d0c-7664859464-c7wlq,free-163-b567336b5d0c,158.000000
1551673868,free-189-2d126d7cbae3-5697f5f5b-sdfwc,free-189-2d126d7cbae3,191.000000
1551673869,free-179-029ad642f3df-d8f496fd8-tnkrb,free-179-029ad642f3df,191.000000
1551673869,free-245-2b51117431eb-6dcb97f468-jmzfc,free-245-2b51117431eb,189.000000
1551673870,free-212-63a83876cad4-5b6877bdd4-mq2mx,free-212-63a83876cad4,187.000000
1551673871,free-170-07b8df89ac00-59b9558944-wmtds,free-170-07b8df89ac00,186.000000
1551673872,free-188-0a149289b54b-7b9dc64668-x54fp,free-188-0a149289b54b,186.000000
1551673872,free-212-63a83876cad4-5b6877bdd4-lncm8,free-212-63a83876cad4,0.000000
1551673872,free-174-3c34e6f3de4a-697b4568c6-84bnb,free-174-3c34e6f3de4a,185.000000
1551673873,free-170-07b8df89ac00-59b9558944-8zr5d,free-170-07b8df89ac00,0.000000
1551673873,free-225-6e5b8ef232ab-6cfdb499b4-ww8jd,free-225-6e5b8ef232ab,92.000000
1551673873,free-202-52f93bc3dfcc-687f565fbd-gn4gj,free-202-52f93bc3dfcc,168.000000
1551673873,free-199-6a1518253fd2-86b595bb84-sgfkk,free-199-6a1518253fd2,181.000000
1551673874,free-197-804a7f4f5280-6974bc7d68-lxwzh,free-197-804a7f4f5280,183.000000
1551673874,free-174-3c34e6f3de4a-697b4568c6-mbjll,free-174-3c34e6f3de4a,0.000000
1551673875,free-199-6a1518253fd2-86b595bb84-xdr9d,free-199-6a1518253fd2,0.000000
1551673876,free-190-8ace0b4d2eb5-5bcbd8cd8d-mcjq6,free-190-8ace0b4d2eb5,178.000000
1551673878,free-237-9e5d3b09e5c1-59fc9494dd-s8nl4,free-237-9e5d3b09e5c1,66.000000
1551673878,free-208-1072cdffd51c-6f85bc88-8ft8j,free-208-1072cdffd51c,161.000000
1551673878,free-201-87078e41d8df-98ddfc5dd-gt7wq,free-201-87078e41d8df,175.000000
1551673879,free-230-2f3079af27fb-64c9d85464-dstmr,free-230-2f3079af27fb,174.000000
1551673879,free-214-39f607a4bcfd-84c7bb675b-tvfwm,free-214-39f607a4bcfd,175.000000
1551673881,free-202-52f93bc3dfcc-687f565fbd-ht8w5,free-202-52f93bc3dfcc,5.000000
1551673882,free-228-2f0d0ffbedae-5c9ddbc948-kqcrc,free-228-2f0d0ffbedae,169.000000
1551673883,free-243-b8b7efc4792d-6d7db864b4-6w5pt,free-243-b8b7efc4792d,151.000000
1551673883,free-163-b567336b5d0c-7664859464-2wxq5,free-163-b567336b5d0c,12.000000
1551673884,free-177-5df18f622da7-647c94fbdd-xkxzd,free-177-5df18f622da7,166.000000
1551673884,free-210-da89a5f27a7a-7ccb5cbf7b-kmnzg,free-210-da89a5f27a7a,162.000000
1551673885,free-208-1072cdffd51c-6f85bc88-g55kr,free-208-1072cdffd51c,3.000000
1551673886,free-241-089e2b0b6647-6bdf7dd78d-k9tgt,free-241-089e2b0b6647,160.000000
1551673886,free-232-0e85879581b9-6ff66bbbd4-4kst2,free-232-0e85879581b9,84.000000
1551673886,free-225-6e5b8ef232ab-6cfdb499b4-4ht7w,free-225-6e5b8ef232ab,11.000000
1551673887,free-209-104570a6fc04-666c8b58cb-g5p4w,free-209-104570a6fc04,152.000000
1551673887,free-178-854af777613f-64fbf6db96-j587v,free-178-854af777613f,150.000000
1551673887,free-166-a6c530abaa56-bdf8bdc64-8shf9,free-166-a6c530abaa56,149.000000
1551673888,free-243-b8b7efc4792d-6d7db864b4-pzdw9,free-243-b8b7efc4792d,2.000000
1551673888,free-168-ec77b1ddd0f9-7695ff58cb-9pq2s,free-168-ec77b1ddd0f9,17.000000
1551673889,free-166-a6c530abaa56-bdf8bdc64-w7sjk,free-166-a6c530abaa56,0.000000
1551673889,free-211-a4fab78a1a18-5d989dc876-scfnh,free-211-a4fab78a1a18,148.000000
1551673890,free-166-a6c530abaa56-bdf8bdc64-hr22q,free-166-a6c530abaa56,0.000000
1551673890,free-203-818cf40fb1cf-66c8bbc96-lw5vg,free-203-818cf40fb1cf,72.000000
1551673890,free-213-2b531161be85-54567cc6d-4st8l,free-213-2b531161be85,99.000000
1551673891,free-194-caaf43bac4dd-744f44fcfb-8g94l,free-194-caaf43bac4dd,137.000000
1551673891,free-248-27a518383744-7d8d4d8cbd-qtkzp,free-248-27a518383744,130.000000
1551673892,free-218-5e79818326b8-67fcbc9d4d-tnsqh,free-218-5e79818326b8,130.000000
1551673893,free-248-27a518383744-7d8d4d8cbd-2s4p6,free-248-27a518383744,0.000000
1551673894,free-218-5e79818326b8-67fcbc9d4d-bkzpq,free-218-5e79818326b8,0.000000
1551673895,free-198-a682657a82be-794ccd6f6-2245v,free-198-a682657a82be,127.000000
1551673896,free-204-adb1f3b9c6c9-fdbcfb688-9dhkx,free-204-adb1f3b9c6c9,125.000000
1551673897,free-248-27a518383744-7d8d4d8cbd-fhfhh,free-248-27a518383744,0.000000
1551673897,free-236-dbd585fccd03-84dcfb869b-wthl9,free-236-dbd585fccd03,124.000000
1551673898,free-221-cc93e5047047-fcb488444-95sx4,free-221-cc93e5047047,123.000000
1551673899,free-204-adb1f3b9c6c9-fdbcfb688-qnsbv,free-204-adb1f3b9c6c9,0.000000
1551673899,free-236-dbd585fccd03-84dcfb869b-pffzr,free-236-dbd585fccd03,0.000000
1551673900,free-221-cc93e5047047-fcb488444-p22sh,free-221-cc93e5047047,0.000000
1551673900,free-235-2d40f5a7e784-6d6f7cc59b-62pbj,free-235-2d40f5a7e784,123.000000
1551673901,free-236-dbd585fccd03-84dcfb869b-ln88v,free-236-dbd585fccd03,0.000000
1551673902,free-192-a0bf9cf47caa-5486796bc6-wgktg,free-192-a0bf9cf47caa,117.000000
1551673903,free-231-760fac6b0356-5474f76764-5pcjv,free-231-760fac6b0356,114.000000
1551673904,free-226-3d7609ebcda8-549bc55cd4-c4hzc,free-226-3d7609ebcda8,114.000000
1551673904,free-165-db45c1ba7192-5699f9c9fb-tkz98,free-165-db45c1ba7192,112.000000
1551673905,free-231-760fac6b0356-5474f76764-nws8f,free-231-760fac6b0356,0.000000
1551673905,free-225-6e5b8ef232ab-6cfdb499b4-lgntt,free-225-6e5b8ef232ab,15.000000
1551673906,free-162-0c9cb08c374c-79f5c487b4-vnnqx,free-162-0c9cb08c374c,90.000000
1551673906,free-213-2b531161be85-54567cc6d-gvd5p,free-213-2b531161be85,9.000000
1551673907,free-249-9915298bbfa4-697cc489bd-7v62l,free-249-9915298bbfa4,107.000000
1551673907,free-252-efb786bba18c-6b7988cb4-kn92h,free-252-efb786bba18c,75.000000
1551673907,free-187-45789c067d8f-6c576b95d4-j7mh9,free-187-45789c067d8f,87.000000
1551673908,free-167-8ed0da9b7cc6-859b7dc796-j8ws7,free-167-8ed0da9b7cc6,104.000000
1551673908,free-250-c54df81731bb-66db77b748-9c95r,free-250-c54df81731bb,73.000000
1551673908,free-242-5c7e17956234-56869d86b4-bxlqs,free-242-5c7e17956234,89.000000
1551673909,free-238-2b9fafbd94ae-7b5f656584-x9hwq,free-238-2b9fafbd94ae,102.000000
1551673909,free-232-0e85879581b9-6ff66bbbd4-mwsln,free-232-0e85879581b9,20.000000
1551673910,free-244-8a3e6ad2c39b-554684c9f6-vst29,free-244-8a3e6ad2c39b,88.000000
1551673910,free-246-230a4dc0dda6-5dd9468884-9gskf,free-246-230a4dc0dda6,51.000000
1551673910,free-161-2ff061244223-5c56759c68-cjtr8,free-161-2ff061244223,113.000000
1551673911,free-180-74f6e6fd3354-5b5978d7fb-86rhf,free-180-74f6e6fd3354,68.000000
1551673911,free-237-9e5d3b09e5c1-59fc9494dd-mbl29,free-237-9e5d3b09e5c1,31.000000
1551673912,free-176-c0288c49bfed-d775d5488-ftvbb,free-176-c0288c49bfed,59.000000
1551673912,free-186-4ad2b114be35-ff66f5c88-wdzgl,free-186-4ad2b114be35,81.000000
1551673912,free-220-771241046bf4-79474b8796-ksp6v,free-220-771241046bf4,42.000000
1551673912,free-193-1b66f6703795-5c8f5db44d-nd8xf,free-193-1b66f6703795,91.000000
1551673913,free-162-0c9cb08c374c-79f5c487b4-zqpk2,free-162-0c9cb08c374c,4.000000
1551673914,free-203-818cf40fb1cf-66c8bbc96-xbhhd,free-203-818cf40fb1cf,21.000000
1551673914,free-233-a2fbb80724ca-5bc568d684-6drtj,free-233-a2fbb80724ca,90.000000
1551673915,free-181-31a9e33537a4-b466964b8-2xvf6,free-181-31a9e33537a4,85.000000
1551673915,free-224-146e1697e3ec-74649996-6fm2d,free-224-146e1697e3ec,32.000000
1551673915,free-172-cdb9a19403d2-5cbd67867b-jgv57,free-172-cdb9a19403d2,76.000000
1551673916,free-239-394d0428b5fb-6c844fd85b-7mgqn,free-239-394d0428b5fb,80.000000
1551673919,free-250-c54df81731bb-66db77b748-rgx67,free-250-c54df81731bb,8.000000
1551673920,free-252-efb786bba18c-6b7988cb4-pl5s8,free-252-efb786bba18c,8.000000
1551673920,free-173-222a259cb50d-699bf45b48-7vvzf,free-173-222a259cb50d,78.000000
1551673921,free-240-4d5caac0d254-75fcdd5444-92lr7,free-240-4d5caac0d254,74.000000
1551673922,free-196-551e01deec3d-6cdbb5ccb4-vflbw,free-196-551e01deec3d,74.000000
1551673922,free-172-cdb9a19403d2-5cbd67867b-rbh56,free-172-cdb9a19403d2,0.000000
