1528803686,free-203-b820d16aad79-854f46f975-9kxq4,free-203-b820d16aad79,198.000000
1528803687,free-231-31f0eb6ae789-57f57c777f-9cthm,free-231-31f0eb6ae789,196.000000
1528803688,free-205-729a2372f908-5fbd76ddd7-v6hc9,free-205-729a2372f908,194.000000
1528803690,free-238-fdba2443cbac-848f7c47f-n5vs7,free-238-fdba2443cbac,192.000000
1528803691,free-223-4f6ef3acf681-bb6fbc5d7-8dt9l,free-223-4f6ef3acf681,191.000000
1528803691,free-196-607aa167f52d-55767fdf87-zbppb,free-196-607aa167f52d,190.000000
1528803692,free-185-c1240e30967d-759dc75b55-vdfq2,free-185-c1240e30967d,184.000000
1528803693,free-242-91fcf6f7a73e-76779b767-j6sp8,free-242-91fcf6f7a73e,183.000000
1528803694,free-164-40cad634d26f-6558989fdc-2vxzr,free-164-40cad634d26f,181.000000
1528803695,free-172-effc09c5b2ed-597cdfdb79-rn4b9,free-172-effc09c5b2ed,180.000000
1528803696,free-209-4d7f4bb00db0-5c94bc47dc-fp62v,free-209-4d7f4bb00db0,130.000000
1528803696,free-169-11ba5cdbb0c8-d87f69c95-ffpjv,free-169-11ba5cdbb0c8,154.000000
1528803696,free-191-f8883377847c-77c5cdb87-zf69t,free-191-f8883377847c,179.000000
1528803697,free-249-047e163a0dd2-6c86549cbc-xnxp8,free-249-047e163a0dd2,179.000000
1528803699,free-225-d545dbe4d2d7-59685df6c9-9qjld,free-225-d545dbe4d2d7,173.000000
1528803700,free-201-f0fd70f3c8e2-fb9d7d8ff-kgp7l,free-201-f0fd70f3c8e2,96.000000
1528803700,free-189-a11323275dc7-9b98c55dc-8m5zh,free-189-a11323275dc7,121.000000
1528803700,free-176-fcc6eea5ed38-8c68fffb7-4kms2,free-176-fcc6eea5ed38,173.000000
1528803701,free-210-919005ecec04-645ddb75cf-dz2jk,free-210-919005ecec04,173.000000
1528803701,free-197-e1d4083eec29-8548c67779-79h6t,free-197-e1d4083eec29,170.000000
1528803702,free-190-6a1686ba0849-76bc9bdbc-74vh6,free-190-6a1686ba0849,170.000000
1528803703,free-248-f628dd205efe-5c87875d7-28hg5,free-248-f628dd205efe,168.000000
1528803704,free-197-e1d4083eec29-8548c67779-dpmwt,free-197-e1d4083eec29,1.000000
1528803704,free-169-11ba5cdbb0c8-d87f69c95-cqzc9,free-169-11ba5cdbb0c8,7.000000
1528803705,free-180-f6792778b360-d48d4f9ff-9p7j5,free-180-f6792778b360,160.000000
1528803706,free-169-11ba5cdbb0c8-d87f69c95-bbbm4,free-169-11ba5cdbb0c8,1.000000
1528803707,free-202-3726ccc756f1-59f598c6dc-vfsjp,free-202-3726ccc756f1,156.000000
1528803707,free-222-7e55cf45ba1f-5985c56bc5-45fp5,free-222-7e55cf45ba1f,119.000000
1528803707,free-253-3cbb3a5887a5-5f8469859-6qh2h,free-253-3cbb3a5887a5,152.000000
1528803708,free-214-dd8161b636d4-84bc44ff7f-rff5d,free-214-dd8161b636d4,155.000000
1528803708,free-234-998379962ca6-9ff77cdc9-dr9h5,free-234-998379962ca6,150.000000
1528803709,free-250-7530d227c69e-8546db4bb7-mwn9g,free-250-7530d227c69e,148.000000
1528803710,free-187-f227b88b9076-6b9b79b7-ns4gf,free-187-f227b88b9076,91.000000
1528803710,free-192-4d371eab52d7-9bbffb875-dsf8w,free-192-4d371eab52d7,110.000000
1528803710,free-175-ac489204fc88-69cbf67d9f-2wqvq,free-175-ac489204fc88,92.000000
1528803710,free-230-946541b8be79-7dd699f46c-4gnm6,free-230-946541b8be79,107.000000
1528803711,free-165-c4ca217df134-564c5d9cb7-thgwf,free-165-c4ca217df134,148.000000
1528803712,free-209-4d7f4bb00db0-5c94bc47dc-tg4tg,free-209-4d7f4bb00db0,16.000000
1528803712,free-243-1d05d954f104-86db8cdc75-p9m98,free-243-1d05d954f104,66.000000
1528803712,free-204-a9e9a8f680b1-6b88568b4c-clrwl,free-204-a9e9a8f680b1,90.000000
1528803713,free-189-a11323275dc7-9b98c55dc-spl5j,free-189-a11323275dc7,12.000000
1528803713,free-215-de922f7d8065-75b4fd74d7-l997l,free-215-de922f7d8065,129.000000
1528803714,free-170-5f4575dce914-5cdb68f87f-dtltx,free-170-5f4575dce914,127.000000
1528803714,free-228-962b3b945e7c-6d7d6988d7-bth2c,free-228-962b3b945e7c,125.000000
